PARCEL_NO,ParcelNo
1  5-6,010000 5-6
22 57999.009,22057999.009
17 8716.001,17008716.001
21 76657-8,21076657-8
22 4791.,22004791.
2  5402.,020 5402.
6  410.,0600 410.
1  8224.,010 8224.
22 110745.017,22110745.017
21 66827.,21066827.
2  3252.,020 3252.
16 20281.,16020281.
22 22811.,22022811.
21 22448.,21022448.
22 125446-51,22125446-51
22 63842.,22063842.
1  3543.,010 3543.
22 60771-7,22060771-7
16 9296-302,16009296-302
4  1753.,040 1753.
22 107119.014,22107119.014
21 24810.,21024810.
20 11084.,20011084.
5 100-99,05000100-99
21 12524.,21012524.
20 2603.,20002603.
17 1943.,17001943.
22 97362.,22097362.
21 19669-70,21019669-70
4  1508-10,040 1508-10
22 57805.,22057805.
15 13419.,15013419.
22 59820.,22059820.
22 124798.,22124798.
16 23764.,16023764.
22 77355.,22077355.
22 58881.,22058881.
2  3239.,020 3239.
16 37913.,16037913.
17 13966.,17013966.
22 119261.004,22119261.004
22 104961.,22104961.
14 1186.,14001186.
21 6144.,21006144.
21 23711.,21023711.
9  21314.,09 21314.
6  411.,0600 411.
21 34635.,21034635.
13 14285.,13014285.
22 27658.,22027658.
21 35933.,21035933.
2  5077.,020 5077.
22 91174.,22091174.
22 107019-20,22107019-20
21 61488.,21061488.
13 21724-5,13021724-5
21 54802.,21054802.
17 3686.,17003686.
21 8604.,21008604.
21 73471.,21073471.
16 18198-210,16018198-210
21 51911.,21051911.
16 35049.,16035049.
5  4217.,050 4217.
2  2017-8,020 2017-8
22 44414.,22044414.
12 5964.,12005964.
20 8141.,20008141.
16 11972.,16011972.
2  1090-2,020 1090-2
14 5669.,14005669.
21 16387.,21016387.
22 117906.012,22117906.012
16 17992.,16017992.
2  5202.,020 5202.
22 104880.,22104880.
22 39401-2,22039401-2
22 64006.,22064006.
22 111913.,22111913.
2  4120.,020 4120.
19 285.001,19000285.001
16 43749.,16043749.
14 2175.,14002175.
1  1.,010000 1.
20 4280.,20004280.
2  1910-5,020 1910-5
16 31672.,16031672.
6  10.,06000 10.
20 16379.,20016379.
19 187.,19000187.
20 4824.,20004824.
22 86975.,22086975.
22 45839.,22045839.
1  4163.,010 4163.
16 5328.,16005328.
21 73371.,21073371.
1  5479-80,010 5479-80
22 51608.,22051608.
13 18996.,13018996.
1  269-71,0100 269-71
21 26776.,21026776.
20 17717.,20017717.
22 113593-4,22113593-4
10 8028.001,10008028.001
21 24152.,21024152.
16 10767.,16010767.
3  3196-236,030 3196-236
21 22375.,21022375.
22 36880.,22036880.
22 42842.,22042842.
17 6751.,17006751.
16 25965.,16025965.
21 51494.,21051494.
18 5418.,18005418.
22 69130.,22069130.
22 42228.,22042228.
18 17495.,18017495.
22 76940.,22076940.
22 21440.,22021440.
16 32936.,16032936.
9  19956.,09 19956.
1  9796.,010 9796.
21 21971.,21021971.
22 89588.002,22089588.002
22 46179.,22046179.
22 18478.001,22018478.001
20 12504.,20012504.
22 95625.,22095625.
2  1870.,020 1870.
22 40829.,22040829.
22 63677.,22063677.
18 5969.,18005969.
21 56913.,21056913.
12 12539.,12012539.
2  4823.,020 4823.
13 22182.,13022182.
12 4260.,12004260.
2  5929.,020 5929.
21 67098.,21067098.
22 10553.,22010553.
19 27.,19000027.
22 13115-8,22013115-8
12 2311.,12002311.
21 43352.,21043352.
16 42268.,16042268.
16 23068.,16023068.
21 57510.,21057510.
15 10.001,15000010.001
22 26098.,22026098.
21 18649.,21018649.
21 34611.,21034611.
22 48785-6,22048785-6
20 11478.,20011478.
1 3837-49,01003837-49
22 55828.,22055828.
12 8562.,12008562.
1  4105.,010 4105.
2  4642.,020 4642.
21 50175.,21050175.
18 12907.,18012907.
16 39312.,16039312.
13 6809.,13006809.
20 11100.,20011100.
17 11002.,17011002.
21 24392-3,21024392-3
21 46351.,21046351.
20 5393.,20005393.
16 9246.,16009246.
18 7176.,18007176.
10 8766.,10008766.
17 7155.,17007155.
14 7315.,14007315.
20 2076.,20002076.
1  1670.,010 1670.
15 13838.,15013838.
16 38216.,16038216.
13 13610.,13013610.
16 2953.,16002953.
2  2016.,020 2016.
17 15162.,17015162.
8  5014.,080 5014.
18 6989.,18006989.
1  293.,0100 293.
22 65866.,22065866.
13 19998.,13019998.
16 41973.,16041973.
22 20560.,22020560.
22 47534.,22047534.
19 10059.,19010059.
18 13297.,18013297.
19 6635.,19006635.
16 31530.,16031530.
22 79021.,22079021.
16 14485.,16014485.
20 7419.,20007419.
22 82558.,22082558.
2  4215.,020 4215.
2  1867.,020 1867.
1  4222.,010 4222.
22 105299.,22105299.
13 3838-947,13003838-947
16 29905.,16029905.
9  4436-67,090 4436-67
13 20072.,13020072.
22 113694.,22113694.
21 57069-73,21057069-73
22 101503.,22101503.
18 15373.,18015373.
22 30297.,22030297.
17 272.,17000272.
20 12871.046,20012871.046
21 55004.,21055004.
22 82008.,22082008.
21 10580.,21010580.
22 103802.,22103802.
22 24570.,22024570.
21 1500-6,21001500-6
21 53995.,21053995.
15 7010.,15007010.
22 51516.,22051516.
3  2117.,030 2117.
18 11820.,18011820.
1  4105.,010 4105.
12 11645.,12011645.
22 45887.,22045887.
22 82308.,22082308.
22 76206.,22076206.
16 24108-9,16024108-9
1  3850-67,010 3850-67
20 3184.,20003184.
22 25460.,22025460.
15 9196.,15009196.
19 16.002L,19000016.002L
2  2013.,020 2013.
16 23238.,16023238.
22 12532.,22012532.
2  3003.,020 3003.
1  269-71,0100 269-71
1  3949.,010 3949.
12 1135-6,12001135-6
21 53746.,21053746.
22 16521-5,22016521-5
21 18493.,21018493.
21 75751.,21075751.
4  4012-5,040 4012-5
6  767.,0600 767.
13 21172.,13021172.
22 9873.166,22009873.166
21 68275.,21068275.
16 19981.,16019981.
1  4235.173,010 4235.173
16 37454.,16037454.
21 76009.,21076009.
20 12871.062,20012871.062
17 40-4,17000040-4
22 47378.,22047378.
18 16849.,18016849.
22 98898.,22098898.
16 26441.,16026441.
16 20524.,16020524.
16 26680.,16026680.
22 28060.,22028060.
22 71219.,22071219.
2  334.,0200 334.
20 15953.,20015953.
1  4102-3,010 4102-3
16 5907.001,16005907.001
2  5073.,020 5073.
2  2078-80,020 2078-80
1  4142-54,010 4142-54
22 37184.,22037184.
22 13190.,22013190.
21 19335.,21019335.
22 37970.,22037970.
21 71846.,21071846.
22 92888.,22092888.
22 79371.,22079371.
8  38.,08000 38.
21 1803.,21001803.
2  2383.,020 2383.
2  1560.,020 1560.
21 63184.,21063184.
21 64349.,21064349.
21 53575.,21053575.
22 120367.,22120367.
16 33776.,16033776.
21 17649.,21017649.
16 43918.,16043918.
21 9380.,21009380.
21 81132.,21081132.
16 6260.,16006260.
15 14076.,15014076.
2  3178.,020 3178.
22 69113.,22069113.
7  2451.,070 2451.
2  2099.002,020 2099.002
9  25012.,09 25012.
2  2481.,020 2481.
20 16441.,20016441.
20 11121.,20011121.
22 103299.007,22103299.007
2  194-5,0200 194-5
2  1328.,020 1328.
2  2140.,020 2140.
18 2319-20,18002319-20
13 10497.,13010497.
16 22438.,16022438.
6  1780.,060 1780.
16 6.001,16000006.001
12 8348.,12008348.
12 10429.,12010429.
21 46133-44,21046133-44
17 2024.,17002024.
2  5026.,020 5026.
1  4190-201,010 4190-201
14 9540.,14009540.
22 47653.,22047653.
2  1996.,020 1996.
22 111549.011,22111549.011
2  2363.,020 2363.
21 26412.,21026412.
14 1186.,14001186.
18 6365.,18006365.
6  341.,0600 341.
22 71590.,22071590.
8  520-2,0800 520-2
21 69859.,21069859.
21 46982.,21046982.
15 9320.,15009320.
4  2011.,040 2011.
18 5377.,18005377.
22 107651.,22107651.
21 4319-20,21004319-20
22 88190.,22088190.
10 1640.,10001640.
11 1966.,11001966.
22 47631.,22047631.
13 11534.,13011534.
6  3173-5,060 3173-5
21 73366.,21073366.
16 6318.,16006318.
20 15861.,20015861.
21 55084.,21055084.
21 78900.,21078900.
20 2295.,20002295.
21 7148.,21007148.
22 82800.,22082800.
21 33074.,21033074.
12 11302.,12011302.
21 25366.,21025366.
21 64183.,21064183.
15 4635-6,15004635-6
22 83923.,22083923.
21 23902.,21023902.
17 9178.,17009178.
16 9640.,16009640.
22 89237.,22089237.
13 10773.,13010773.
12 9872.002L,12009872.002L
16 36036.,16036036.
19 3942.,19003942.
10 2780.,10002780.
22 53381.,22053381.
12 1508.,12001508.
19 7485.,19007485.
21 61488.,21061488.
17 13064.,17013064.
8  7486.,080 7486.
22 93206.,22093206.
18 17523.,18017523.
21 73099.,21073099.
22 70457.,22070457.
14 6280.,14006280.
13 13313.,13013313.
22 120278.,22120278.
21 70444.,21070444.
10 7500.,10007500.
22 43330.,22043330.
20 14005-6,20014005-6
17 4101.,17004101.
2  1867.,020 1867.
21 38595.,21038595.
2  2453.,020 2453.
21 42452.,21042452.
1  4059.007,010 4059.007
8  2994.,080 2994.
5  681-90,0500 681-90
21 48150.,21048150.
16 29888-9,16029888-9
22 26309.,22026309.
15 9591.,15009591.
19 7222.,19007222.
21 34337.,21034337.
22 90228.,22090228.
19 334.,19000334.
22 93621.,22093621.
22 100235.,22100235.
15 8947.,15008947.
6  6106.,060 6106.
21 41937.,21041937.
22 49899-910,22049899-910
2  1776-7,020 1776-7
21 24492.,21024492.
21 34106.,21034106.
2  3974.,020 3974.
2  90-4,02000 90-4
22 47234.,22047234.
21 12163-4,21012163-4
22 71929.,22071929.
17 10316.,17010316.
20 15992.,20015992.
17 13718.,17013718.
21 22556.,21022556.
19 4380.,19004380.
15 4976.,15004976.
16 42307-9,16042307-9
6  915.,0600 915.
2  3194.,020 3194.
16 1238-9,16001238-9
19 10105.,19010105.
16 30352.,16030352.
12 10374.,12010374.
1  4148-54,010 4148-54
21 80395.003,21080395.003
14 7895.001,14007895.001
14 25.,14000025.
18 10940.,18010940.
21 80469.,21080469.
11 1547.,11001547.
21 4377.,21004377.
18 17569.,18017569.
4  2530.,040 2530.
22 54133.,22054133.
22 1501-2,22001501-2
22 55105.,22055105.
21 80886.,21080886.
22 23060.,22023060.
14 3077.,14003077.
2  333.,0200 333.
15 10202.,15010202.
22 87173.,22087173.
22 109995.,22109995.
5 100-99,05000100-99
21 40631.,21040631.
14 7663.,14007663.
20 16314.,20016314.
21 11255.,21011255.
22 116884.,22116884.
21 77.011,21000077.011
11 3102.,11003102.
2  336.,0200 336.
21 72945.,21072945.
7  223-49,0700 223-49
22 35828.,22035828.
1  7365.,010 7365.
20 901-2,20000901-2
5  5174.,050 5174.
22 29801-3,22029801-3
20 10945.,20010945.
22 31280.,22031280.
16 25795.,16025795.
2  4878.,020 4878.
6  1239-53,060 1239-53
16 5900.003,16005900.003
6  2542.,060 2542.
15 5319.,15005319.
22 63512.,22063512.
10 6125.,10006125.
13 21253.,13021253.
8  2050.,080 2050.
9  9458.,090 9458.
13 6373.,13006373.
15 9498.,15009498.
22 93491.,22093491.
22 56911.,22056911.
14 10559.,14010559.
22 68812.,22068812.
1  1386-8,010 1386-8
21 77128.,21077128.
16 6803.,16006803.
22 18493.002,22018493.002
20 15332.,20015332.
22 91309.,22091309.
22 79050-1,22079050-1
12 3399.,12003399.
8  5976.,080 5976.
13 8642-52,13008642-52
13 12616.,13012616.
1  7.001,010000 7.001
5  100-99,0500 100-99
22 65981.,22065981.
9  22016-8,09 22016-8
16 33383.,16033383.
5  4227.,050 4227.
16 40716.,16040716.
21 34523.,21034523.
1  9061.,010 9061.
21 13589.,21013589.
22 31157-72,22031157-72
21 1676-8,21001676-8
22 35728.,22035728.
21 34939.,21034939.
22 48507.,22048507.
22 81413.,22081413.
13 15104.,13015104.
13 22135-7,13022135-7
22 87977.,22087977.
4  1872.,040 1872.
21 41568.,21041568.
21 15160.,21015160.
8  3173.,080 3173.
10 6525.,10006525.
9  21389.,09 21389.
13 19592-3,13019592-3
1  9741.,010 9741.
8  7545.,080 7545.
3  3420-421B,030 3420-421B
9  8307-10,090 8307-10
21 24718.,21024718.
16 6331.,16006331.
17 5725.,17005725.
8  10619.,08 10619.
1  4163.,010 4163.
21 51863-4,21051863-4
22 37940.,22037940.
4  3165-89,040 3165-89
13 13549.,13013549.
16 29565.,16029565.
22 76502.,22076502.
16 8829.,16008829.
14 25.,14000025.
13 10871.,13010871.
8  540-1,0800 540-1
1  4312.,010 4312.
22 95397.,22095397.
8  7143.,080 7143.
16 8302.,16008302.
22 62436.,22062436.
22 102261.,22102261.
22 7388-9,22007388-9
22 108010-1,22108010-1
18 2422-4,18002422-4
16 46188.,16046188.
13 11259.,13011259.
15 2200.,15002200.
22 75031.,22075031.
3  3240-60,030 3240-60
22 91409.,22091409.
15 10075.,15010075.
17 64.,17000064.
22 88658.,22088658.
22 106155-6,22106155-6
2  386.,0200 386.
21 7039.,21007039.
21 73884.,21073884.
18 13434.,18013434.
22 64876.,22064876.
22 68444.,22068444.
21 55004.,21055004.
21 62711.,21062711.
8  1363.,080 1363.
22 55754.,22055754.
22 71776.,22071776.
3  100-32,0300 100-32
22 82017.,22082017.
10 2362.,10002362.
1  889-983,0100 889-983
2  1861.001,020 1861.001
18 1926.,18001926.
21 71396.,21071396.
2  1867.,020 1867.
21 36769.,21036769.
16 8829.,16008829.
18 8528.,18008528.
22 32875.001,22032875.001
22 552-6,22000552-6
22 120308.,22120308.
12 9708.,12009708.
21 15605.,21015605.
22 71889.,22071889.
22 114795.,22114795.
22 62950.,22062950.
21 3403-4,21003403-4
22 60001.,22060001.
13 1884.,13001884.
22 113004.,22113004.
21 20546-7,21020546-7
1  2959.,010 2959.
22 85012-3,22085012-3
17 10545.,17010545.
22 108648.012,22108648.012
17 6209.,17006209.
20 15206-15,20015206-15
2  192.,0200 192.
22 51100-5,22051100-5
21 53056.,21053056.
17 8358.,17008358.
22 26992.,22026992.
22 21006.,22021006.
12 12645.,12012645.
9  15635.,09 15635.
2  3354.,020 3354.
21 25889.,21025889.
17 12282.,17012282.
21 14560-1,21014560-1
16 39998.,16039998.
22 24090.,22024090.
22 12392-3,22012392-3
21 34814.,21034814.
22 59425.,22059425.
18 6485.,18006485.
21 64942.,21064942.
13 19001-2,13019001-2
19 1668.,19001668.
16 43842.,16043842.
22 7982-3,22007982-3
4  1530-41,040 1530-41
22 106886.,22106886.
22 119371.019,22119371.019
21 70841.,21070841.
4  3133.,040 3133.
18 15648.,18015648.
18 15509.,18015509.
22 63315.,22063315.
21 36739.,21036739.
2  2113.,020 2113.
4  1739.,040 1739.
1  2644.,010 2644.
22 113624.002L,22113624.002L
12 10126.,12010126.
14 5670.,14005670.
22 35093.,22035093.
21 446-8,21000446-8
2  2742.,020 2742.
13 9166-70,13009166-70
21 26300.,21026300.
21 43945-6,21043945-6
17 10226.,17010226.
1  7963-8191,010 7963-8191
22 10151.,22010151.
22 81428.,22081428.
22 13879-85,22013879-85
22 27475.,22027475.
22 103396-7,22103396-7
21 34161.,21034161.
1  1561.001,010 1561.001
15 819.,15000819.
17 12686.,17012686.
22 30.,22000030.
22 26583.,22026583.
22 104211.,22104211.
22 82540.,22082540.
12 10691.,12010691.
21 63208.,21063208.
16 43713.,16043713.
22 62950.,22062950.
16 39241.,16039241.
21 50765.,21050765.
22 93624.,22093624.
8  1696-8,080 1696-8
19 4456.,19004456.
16 21524.,16021524.
22 124-5,22000124-5
1  3850-67,010 3850-67
11 1124.,11001124.
16 19724.,16019724.
1  1106.,010 1106.
20 16359.,20016359.
22 14512.,22014512.
22 58546.,22058546.
16 5903.004,16005903.004
22 66720.,22066720.
8  7730.,080 7730.
17 13420.,17013420.
22 47962.,22047962.
2  3238.,020 3238.
1  8909-10,010 8909-10
21 15759.,21015759.
13 18841-2,13018841-2
16 39900.,16039900.
21 35929.,21035929.
9  16062.,09 16062.
18 6947.,18006947.
12 13017.,12013017.
22 124645.,22124645.
16 45411.,16045411.
16 24827.,16024827.
18 5474.,18005474.
17 8227.,17008227.
22 17631-38,22017631-38
1  9411.,010 9411.
21 26014.,21026014.
21 52718.,21052718.
2  5901.001,020 5901.001
22 104377-8,22104377-8
3  3270.001,030 3270.001
21 44896.,21044896.
2  2046.,020 2046.
18 2768-830,18002768-830
22 114025.,22114025.
18 2321.,18002321.
22 123448.,22123448.
21 73081.,21073081.
22 123509.,22123509.
9  5978.,090 5978.
12 5617.,12005617.
17 100.,17000100.
21 21727.,21021727.
13 22-46,13000022-46
9 88.,09000088.
1  4068-86,010 4068-86
14 8754.,14008754.
12 4556.,12004556.
21 30791.,21030791.
4  3402.,040 3402.
18 7654.,18007654.
21 26736.,21026736.
13 22875.,13022875.
16 42038-9,16042038-9
1  236.,0100 236.
22 83049.,22083049.
19 1296.,19001296.
21 18952.,21018952.
15 7304.,15007304.
20 13255.,20013255.
21 13429.,21013429.
14 12824.,14012824.
16 4332.,16004332.
21 18800.,21018800.
20 15415.,20015415.
22 11663.,22011663.
1  486-94,0100 486-94
21 67654.,21067654.
22 88691.,22088691.
13 23745-6,13023745-6
16 4863.,16004863.
22 117497-506,22117497-506
9  22813.,09 22813.
3  3183-95,030 3183-95
16 36556.,16036556.
18 2564.,18002564.
14 406.,14000406.
20 5168.,20005168.
16 16172-7,16016172-7
10 4805.,10004805.
3  3183-95,030 3183-95
20 9227.,20009227.
2  386.,0200 386.
22 23258.,22023258.
22 79002.,22079002.
6  408-9,0600 408-9
8  6699.,080 6699.
16 16172-7,16016172-7
16 22354.,16022354.
21 36437-8,21036437-8
1  4087-97,010 4087-97
13 23717.,13023717.
15 10069.,15010069.
13 6809.,13006809.
16 32909.,16032909.
22 28353.,22028353.
9  16397.,09 16397.
22 118141.,22118141.
2  2804.,020 2804.
22 27748.,22027748.
1  702.,0100 702.
16 16253.,16016253.
15 13648.,15013648.
11 692.005L,11000692.005L
22 96691-2,22096691-2
22 63705.,22063705.
3  2425.,030 2425.
16 17571.,16017571.
13 12053.,13012053.
22 63449.,22063449.
22 38162.,22038162.
22 21971.,22021971.
22 54478.,22054478.
21 56408-9,21056408-9
21 44896.,21044896.
22 72737.003,22072737.003
16 37203.,16037203.
22 33454.,22033454.
3  3183-95,030 3183-95
22 103738.,22103738.
22 37637.,22037637.
15 3979.,15003979.
1  3877-83,010 3877-83
16 39653.,16039653.
1  806.001,0100 806.001
6  1239-53,060 1239-53
19 11.,19000011.
19 1654-6,19001654-6
18 14797.,18014797.
12 10519.,12010519.
22 109632.,22109632.
16 40545.,16040545.
4  3402.,040 3402.
21 13034.,21013034.
21 1803.,21001803.
22 8891-2,22008891-2
9  2549.,090 2549.
22 107103-9,22107103-9
22 48308.,22048308.
8  5175.,080 5175.
17 8142.,17008142.
16 1684.,16001684.
8  4635.,080 4635.
15 13260.004,15013260.004
17 687-9,17000687-9
21 65275.,21065275.
21 65657.,21065657.
15 4320.,15004320.
1  3783-97,010 3783-97
3  3240-60,030 3240-60
6  405.,0600 405.
21 80022.,21080022.
20 11627.,20011627.
21 5183.,21005183.
16 1643-4,16001643-4
21 74093.,21074093.
2  2016.,020 2016.
22 78726.,22078726.
17 14624.,17014624.
21 12052.,21012052.
6  2608.,060 2608.
19 6354.,19006354.
22 55097.,22055097.
22 10770.,22010770.
16 33969.,16033969.
20 734.,20000734.
21 27519.,21027519.
22 47567.001,22047567.001
20 5561.,20005561.
12 5617.,12005617.
2  1090-2,020 1090-2
21 76037.,21076037.
8  5843.,080 5843.
18 9446.,18009446.
22 74260.002L,22074260.002L
1  161.,0100 161.
12 7451-4,12007451-4
22 37402.,22037402.
22 37162.,22037162.
1  8210.,010 8210.
17 9181.,17009181.
22 72275.,22072275.
22 37859.,22037859.
22 9440-3,22009440-3
22 123172.,22123172.
2  2014.,020 2014.
22 100927.,22100927.
20 2486.,20002486.
16 1643-4,16001643-4
16 43250.,16043250.
15 156.,15000156.
22 37203.,22037203.
22 45334.,22045334.
17 6255.,17006255.
16 18032-3,16018032-3
22 42866.,22042866.
10 6521-3,10006521-3
9  13619-20,09 13619-20
21 13216.,21013216.
13 17363.,13017363.
22 70895.,22070895.
21 17594.,21017594.
22 62081.,22062081.
21 72880-1,21072880-1
22 50718.,22050718.
13 22225.,13022225.
1  004106-9,PARCEL FORMAT ERROR
2  5285.,020 5285.
22 81613.013,22081613.013
21 17428.,21017428.
16 5299.,16005299.
13 15301.,13015301.
21 30353.,21030353.
22 38640.,22038640.
1  9790-1,010 9790-1
17 6142.,17006142.
16 39688.,16039688.
9  11602.,09 11602.
1  272-4,0100 272-4
2  865.,0200 865.
21 6623.,21006623.
16 41425.,16041425.
20 16123.001,20016123.001
1  1.,010000 1.
22 38804.,22038804.
20 5881.,20005881.
14 4603.,14004603.
21 79073.,21079073.
16 43318.,16043318.
17 6326.,17006326.
21 8652.,21008652.
20 13289.,20013289.
22 103767.,22103767.
21 48778.,21048778.
21 21133.,21021133.
